,sentence,pos_tags,chunk_id,chunk_type
111,हां न्याय के लिये गुहार तो करना होगा ।,INJ NN PSP PSP NN RP VM VAUX SYM,BLK NP NP NP NP2 NP2 VGF VGF BLK2,head head child child head child head child head
112,भीखनरायन - बेटा बिन्द्राबाजार थाने में अर्जी दे चुका हूं प्रभु की हेराफेरी की ।,NNP SYM NN NNP NN PSP NN VM VAUX VAUX NNP PSP NN PSP SYM,NP BLK NP2 NP3 NP3 NP3 NP4 VGF VGF VGF NP5 NP5 NP6 NP6 BLK2,head head head child head child head head child child head child head child head
113,थानेदार ने कहा था जालसाज प्रभु कानून से नहीं बच पायेगा ।,NN PSP VM VAUX JJ NNP NN PSP NEG VM VAUX SYM,NP NP VGF VGF NP2 NP2 NP3 NP3 VGF2 VGF2 VGF2 BLK,head child head child child head head child child head child head
114,रकम भी वापस मिल जायेगी ।,NN RP JJ VM VAUX SYM,NP NP JJP VGF VGF BLK,head child head head child head
115,बाबा चिन्ता ना करो पर कई महीने हो गये कोई कार्रवाई नहीं हुई ।,NN NN NEG VM CC QF NN VM VAUX PRP NN NEG VM SYM,NP NP2 VGF VGF CCP NP3 NP3 VGF2 VGF2 NP4 NP4 VGF3 VGF3 BLK,head head child head head child head head child child head child head head
116,प्रभु धमकी देता है कहता है जो करना चाहो कर लो ।,NNP NN VM VAUX VM VAUX PRP VM VM VM VAUX SYM,NP NP2 VGF VGF VGF2 VGF2 NP3 VGNN VGF3 VGF4 VGF4 BLK,head head head child head child head head head head child head
117,मेरा कुछ नहीं बिगाड़ पाओगे ।,PRP PRP NEG VM VAUX SYM,NP NP2 VGF VGF VGF BLK,head head child head child head
118,मुझे डर है कि कभी मेरा गला दबा कर भईया की तरह मुझे भी पेड़ पर लटकाकर आत्महत्या का इल्जाम मेरे ही माथे न मढ दे ।,PRP NN VM CC PRP PRP NN VM VAUX NN PSP PSP PRP RP NN PSP VM NN PSP NN PRP RP NN NEG VM VAUX SYM,NP NP2 VGF CCP NP3 NP4 NP5 VGNF VGNF NP6 NP6 NP6 NP7 NP7 NP8 NP8 VGNF2 NP9 NP9 NP10 NP11 NP11 NP12 VGF2 VGF2 VGF2 BLK,head head head head head head head head child head child child head child head child head head child head head child head child head child head
119,श्रीबाबू - दादा फिर से पुलिस में शिकायत दर्ज करवायेंगे ।,NNP SYM NN RB RP NN PSP NN JJ VM SYM,NP BLK NP2 RBP RBP NP3 NP3 NP4 JJP VGF BLK2,head head head head child head child head head head head
120,श्रीधर - दादा तुम्हारी सम्पति से हमें मोह नहीं है ।,NNP SYM NN PRP NN PSP PRP NN NEG VM SYM,NP BLK NP2 NP3 NP4 NP4 NP5 NP6 VGF VGF BLK2,head head head head head child head head child head head
121,मोह है तो बस तुमसे क्योंकि तुम हमारे बाप के सगे भाई हो और हमारे बड़े बाप हो ।,NN VM CC RP PRP CC PRP PRP NN PSP JJ NN VM CC PRP JJ NN VM SYM,NP VGF CCP NP2 NP2 CCP2 NP3 NP4 NP5 NP5 NP6 NP6 VGF2 CCP3 NP7 NP8 NP8 VGF3 BLK,head head head child head head head head head child child head head head head child head head head
122,सगे खून के रिश्तेदार हो ।,JJ NN PSP NN VM SYM,NP NP NP NP2 VGF BLK,child head child head head head
123,तुम्हारी परवरिश करना हमारा फर्ज है ।,PRP NN VM PRP NN VM SYM,NP NP2 VGNN NP3 NP4 VGF BLK,head head head head head head head
124,हम खून के रिश्तेदार हैं कानूनी रिश्तेदार नहीं ।,PRP NN PSP NN VM JJ NN NEG SYM,NP NP2 NP2 NP3 VGF NP4 NP4 NEGP BLK,head head child head head child head head head
125,दादा विश्वास करो हम लोग तुम्हारी सेवा करने में तनिक भी कोतहाई नहीं बरतेगें ।,NN NN VM DEM NN PRP NN VM PSP QF RP NN NEG VM SYM,NP NP2 VGF NP3 NP3 NP4 NP5 VGNN VGNN NP6 NP6 NP6 VGF2 VGF2 BLK,head head head child head head head head child child child head child head head
126,भीखनरायन - विश्वास है बेटा तुम लोगो पर ।,NNP SYM NN VM NN DEM NN PSP SYM,NP BLK NP2 VGF NP3 NP4 NP4 NP4 BLK2,head head head head head child head child head
127,गलती तुम लोगों की नहीं गलती तो हमारी है ।,NN DEM NN PSP NEG NN RP PRP VM SYM,NP NP2 NP2 NP2 NEGP NP3 NP3 NP4 VGF BLK,head child head child head head child head head head
128,धोखा तो मैंने किया है ।,NN RP PRP VM VAUX SYM,NP NP NP2 VGF VGF BLK,head child head head child head
129,होशो - हवास में घरवाली की जिद और बेटी - दमाद के मोह की वजह से कागजी कत्ल करवाकर चल - अचल सम्पति पर कब्जा किया था ।,NNC SYM NN PSP NN PSP NN CC NNC SYM NN PSP NN PSP PSP PSP JJ NN VM JJC SYM JJ NN PSP NN VM VAUX SYM,NP NP NP NP NP2 NP2 NP3 CCP NP4 NP4 NP4 NP4 NP5 NP5 NP5 NP5 NP6 NP6 VGNF NP7 NP7 NP7 NP7 NP7 NP8 VGF VGF BLK,child child head child head child head head child child head child head child child child child head head child child child head child head head child head
130,अपनी बेईमानी पर आज मैं शर्मिन्दा हूं ।,PRP NN PSP NN PRP JJ VM SYM,NP NP2 NP2 NP3 NP4 JJP VGF BLK,head head child head head head head head
131,मैं जिस बेटी दमाद के बहकावे में आकर भाई - भतीजों का हक हड़प लिया ।,PRP DEM NNC NN PSP NN PSP VM NNC SYM NN PSP NN VM VAUX SYM,NP NP2 NP2 NP2 NP2 NP3 NP3 VGNF NP4 NP4 NP4 NP4 NP5 VGF VGF BLK,head child child head child head child head child child head child head head child head
132,वही भतीजे मुझे आज भी बाप का सम्मान दे रहे हैं ।,DEM NN PRP NN RP NN PSP NN VM VAUX VAUX SYM,NP NP NP2 NP3 NP3 NP4 NP4 NP5 VGF VGF VGF BLK,child head head head child head child head head child child head
133,धूलीचन्द - भईया ये तुम्हारे दोनों भतीजे श्रीधर और श्रीबाबू लोभी नहीं हैं तुम्हारे दमाद जैसे ।,NNP SYM NN DEM PRP QC NN NNP CC NNP JJ NEG VM PRP NN PSP SYM,NP BLK NP2 NP3 NP4 NP5 NP5 NP6 CCP NP7 JJP VGF VGF NP8 NP9 NP9 BLK2,head head head head head child head head head head head child head head head child head
134,दूसरों की मदद करने को तैयार रहते हैं ।,PRP PSP NN VM PSP JJ VM VAUX SYM,NP NP NP2 VGNN VGNN JJP VGF VGF BLK,head child head head child head head child head
135,इनके मां - बाप से इन्हें ये गुण मिले हैं विरासत में ।,PRP NNC SYM NN PSP PRP DEM NN VM VAUX NN PSP SYM,NP NP2 NP2 NP2 NP2 NP3 NP4 NP4 VGF VGF NP5 NP5 BLK,head child child head child head child head head child head child head
136,तुम तो इन पर विश्वास कर यहीं रह जाओ ।,PRP RP PRP PSP NN VM PRP VM VAUX SYM,NP NP NP2 NP2 NP3 VGNF NP4 VGF VGF BLK,head child head child head head head head child head
137,तुम्हारी माटी ये पार लगा देगें ।,PRP NN PRP NN VM VAUX SYM,NP NP2 NP3 NP4 VGF VGF BLK,head head head head head child head
138,तुम्हारे पास अभी जो कुछ बचा भी है उसको भी अपनी बेटी पुष्पा के नाम लिखकर आ जाओ अपने भतीजों के यहां ।,PRP NST PRP DEM PRP VM RP VAUX PRP RP PRP NN NNP PSP NN VM VM VAUX PRP NN PSP PRP SYM,NP NP NP2 NP3 NP3 VGF VGF VGF NP4 NP4 NP5 NP6 NP7 NP7 NP8 VGNF VGF2 VGF2 NP9 NP10 NP10 NP11 BLK,head child head child head head child child head child head head head child head head head child head head child head head
139,दादा ये तुम्हारे पोती - पोते बहुयें खूब सेवा करेंगी ।,NN DEM PRP NNC SYM NN NN QF NN VM SYM,NP FRAGP NP2 NP3 NP3 NP3 NP4 NP5 NP5 VGF BLK,head head head child child head head child head head head
140,हमें तुम्हारी सेवा का मौका मिल जायेगा क्या यह कम फायदा है ?,PRP PRP NN PSP NN VM VAUX WQ PRP QF NN VM SYM,NP NP2 NP3 NP3 NP4 VGF VGF RBP NP5 NP6 NP6 VGF2 BLK,head head head child head head child head head child head head head
141,यह तो बड़े - बड़े धनासेठों को नहीं मिलता ।,PRP RP JJ SYM RDP NN PSP NEG VM SYM,NP NP NP2 NP2 NP2 NP2 NP2 VGF VGF BLK,head child child child child head child child head head
142,धूलीचन्द - श्रीधर तुम भी फायदे की बात करने लगे ।,NNP SYM NNP PRP RP NN PSP NN VM VAUX SYM,NP BLK NP2 NP3 NP3 NP4 NP4 NP5 VGF VGF BLK2,head head head head child head child head head child head
143,श्रीधर - हां काका अपने लिये नहीं अपनी बहन पुष्पा के लिये ।,NNP SYM INJ NN PRP PSP NEG PRP NN NNP PSP PSP SYM,NP BLK BLK2 NP2 NP3 NP3 NEGP NP4 NP5 NP6 NP6 NP6 BLK3,head head head head head child head head head head child child head
144,धूलीचन्द - पुष्पा को तुम फायदा पहुंचाओगे ।,NNP SYM NNP PSP PRP NN VM SYM,NP BLK NP2 NP2 NP3 NP4 VGF BLK2,head head head child head head head head
145,तुम्हारी मुसीबतों का कारण तो वही बेटी दमाद हैं ।,PRP NN PSP NN RP DEM NNC NN VM SYM,NP NP2 NP2 NP3 NP3 NP4 NP4 NP4 VGF BLK,head head child head child child child head head head
146,तुम उनके फायदे की बात कर रहे हो ।,PRP PRP NN PSP NN VM VAUX VAUX SYM,NP NP2 NP3 NP3 NP4 VGF VGF VGF BLK,head head head child head head child child head
147,श्रीधर - काका सौतेले बहनोई को तो मैं देखना नहीं चाहता जिसने मेरे बड़े बाप के विश्वास का खून कर दिया ।,NNP SYM NN JJ NN PSP RP PRP VM NEG VM PRP PRP JJ NN PSP NN PSP NN VM VAUX SYM,NP BLK NP2 NP3 NP3 NP3 NP3 NP4 VGNN VGF VGF NP5 NP6 NP7 NP7 NP7 NP8 NP8 NP9 VGF2 VGF2 BLK2,head head head child head child child head head child head head head child head child head child head head child head
148,वह तो दुश्मन बन गया है मानवता का ।,PRP RP NN VM VAUX VAUX NN PSP SYM,NP NP NP2 VGF VGF VGF NP3 NP3 BLK,head child head head child child head child head
149,हम पुष्पा की बात कर रहें हैं ।,PRP NNP PSP NN VM VAUX VAUX SYM,NP NP2 NP2 NP3 VGF VGF VGF BLK,head head child head head child child head
150,दादा को हमारे साथ रहने से पुष्पा को मायका मिल जायेगा ।,NN PSP PRP NST VM PSP NNP PSP NN VM VAUX SYM,NP NP NP2 NP2 VGNN VGNN NP3 NP3 NP4 VGF VGF BLK,head child head child head child head child head head child head
151,"भाई - भाभी , भतीजे - भतीजी मिल जायेंगे जिनके प्यार के लिये वह तरस रही होगी ।",NNC SYM NN SYM NNC SYM NN VM VAUX PRP NN PSP PSP PRP VM VAUX VAUX SYM,NP NP NP NP NP2 NP2 NP2 VGF VGF NP3 NP4 NP4 NP4 NP5 VGF2 VGF2 VGF2 BLK,child child head child child child head head child head head child child head head child child head
152,भीखनरायन - हां ठीक कह रहे हो ।,NNP SYM INJ JJ VM VAUX VAUX SYM,NP BLK BLK2 JJP VGF VGF VGF BLK3,head head head head head child child head
153,बेटा तुम दोनों भतीजे नहीं मेरे बेटे हो ।,NN DEM NN NN NEG PRP NN VM SYM,NP NP2 NP2 NP3 NEGP NP4 NP5 VGF BLK,head child head head head head head head head
154,तुम पर मुझे विश्वास है मेरी माटी को गिद्ध कौवे नहीं खा पायेंगे ।,PRP PSP PRP NN VM PRP NN PSP NNC NN NEG VM VAUX SYM,NP NP NP2 NP3 VGF NP4 NP5 NP5 NP6 NP6 VGF2 VGF2 VGF2 BLK,head child head head head head head child child head child head child head
155,श्रीधर - दादा कैसी बात कर रहे हो ।,NNP SYM NN WQ NN VM VAUX VAUX SYM,NP BLK NP2 NP3 NP3 VGF VGF VGF BLK2,head head head child head head child child head
156,ये तुम्हारे दोनों बेटे कब काम आयेगें ।,DEM PRP QC NN WQ NN VM SYM,NP NP2 NP3 NP3 NP4 NP5 VGF BLK,head head child head head head head head
157,भीखनरायन - बेटा तुम लोगों का हक छीनने के लिये हमने सौतेले दमाद प्रभु और समधी दूधनाथ के बहकावे में आकर क्या क्या षडयन्त्र नहीं रचा ।,NNP SYM NN DEM NN PSP NN VM PSP PSP PRP JJ NN NNP CC NN NNP PSP NN PSP VM WQ RDP NN NEG VM SYM,NP BLK NP2 NP3 NP3 NP3 NP4 VGNN VGNN VGNN NP5 NP6 NP6 NP7 CCP NP8 NP9 NP9 NP10 NP10 VGNF NP11 NP11 NP11 VGF VGF BLK2,head head head child head child head head child child head child head head head head head child head child head child child head child head head
